Claim Number,date_of_loss,Notifier,Loss_code,Loss_description,Notification_period,Inception_to_loss,Location_of_incident,Weather_conditions,Vehicle_mobile,Time_hour,Main_driver,PH_considered_TP_at_fault,Vechile_registration_present,Incident_details_present,Injury_details_present,TP_type_insd_pass_back,TP_type_insd_pass_front,TP_type_driver,TP_type_pass_back,TP_type_pass_front,TP_type_bike,TP_type_cyclist,TP_type_pass_multi,TP_type_pedestrian,TP_type_other,TP_type_nk,TP_injury_whiplash,TP_injury_traumatic,TP_injury_fatality,TP_injury_unclear,TP_injury_nk,TP_region_eastang,TP_region_eastmid,TP_region_london,TP_region_north,TP_region_northw,TP_region_outerldn,TP_region_scotland,TP_region_southe,TP_region_southw,TP_region_wales,TP_region_westmid,TP_region_yorkshire,Incurred,Capped Incurred
1447,2007-11-20,Other,LD003,Head on collision,0,127,Minor Road,NORMAL,N,8,Other,n/k,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,239,239
1448,2007-11-20,PH,LD003,Head on collision,1,156,Main Road,NORMAL,N,16,Other,n/k,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,123,123
1449,2007-11-21,Other,LD003,Head on collision,0,38,Minor Road,WET,N,9,Other,n/k,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2205,2205
1450,2007-11-21,PH,LD003,Head on collision,0,7,Other,WET,N,7,Other,n/k,1,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,13131,13131
1451,2007-11-21,Other,LD003,Head on collision,8,352,n/k,NORMAL,Y,13,Other,n/k,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1452,2007-11-22,PH,LD003,Head on collision,0,311,Car Park,NORMAL,Y,13,Other,n/k,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,7615,7615
1453,2007-11-22,Other,LD003,Head on collision,1,301,n/k,NORMAL,Y,15,Other,n/k,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4298,4298
1454,2007-11-23,PH,LD003,Head on collision,0,130,Main Road,NORMAL,Y,15,Other,n/k,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1539,1539
1455,2007-11-23,Other,LD003,Head on collision,3,140,Main Road,NORMAL,N,15,Other,n/k,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,434,434
1456,2007-11-24,PH,LD003,Head on collision,2,1,Minor Road,"SNOW,ICE,FOG",Y,8,Other,n/k,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4575,4575
1457,2007-11-26,Other,LD003,Head on collision,0,296,Minor Road,NORMAL,Y,6,Other,n/k,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,52,52
1458,2007-11-26,CNF,LD003,Head on collision,1,65,n/k,"SNOW,ICE,FOG",Y,11,Other,n/k,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2606,2606
1459,2007-11-27,PH,LD003,Head on collision,0,244,Main Road,NORMAL,N,13,Other,n/k,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1460,2007-11-28,PH,LD003,Head on collision,1,263,Main Road,WET,N,7,Other,n/k,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,8,8
1461,2007-11-29,PH,LD003,Head on collision,0,133,Minor Road,NORMAL,N,15,Other,n/k,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1137,1137
1462,2007-11-30,Other,LD003,Head on collision,1,352,Main Road,WET,N,14,Other,n/k,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2829,2829
1463,2007-11-30,Other,LD003,Head on collision,3,310,Minor Road,WET,Y,13,Other,n/k,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1464,2007-11-30,PH,LD003,Head on collision,0,130,Minor Road,WET,N,8,Other,n/k,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,9669,9669
1465,2007-12-01,PH,LD003,Head on collision,0,72,Minor Road,NORMAL,N,8,Other,n/k,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6444,6444
1466,2007-12-01,NamedDriver,LD003,Head on collision,3,131,Main Road,WET,N,23,Other,n/k,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,24,24
1467,2007-12-02,CNF,LD003,Head on collision,2,61,Car Park,WET,Y,11,Other,n/k,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,491,491
1468,2007-12-03,PH,LD003,Head on collision,2,76,Minor Road,NORMAL,Y,21,Other,n/k,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,26,26
1469,2007-12-04,Other,LD003,Head on collision,0,331,Main Road,NORMAL,N,8,Other,n/k,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,10506,10506
1470,2007-12-04,NamedDriver,LD003,Head on collision,1,301,Main Road,NORMAL,N,14,Other,n/k,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1471,2007-12-05,PH,LD003,Head on collision,1,249,Main Road,NORMAL,N,17,Other,n/k,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,14756,14756
1472,2007-12-07,PH,LD003,Head on collision,0,248,Minor Road,WET,Y,16,Other,n/k,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4735,4735
1473,2007-12-09,TP,LD003,Head on collision,52,111,Motorway,N/K,n/k,0,Other,n/k,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1474,2007-12-09,PH,LD003,Head on collision,1,258,Minor Road,NORMAL,Y,9,Other,n/k,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1976,1976
1475,2007-12-11,PH,LD003,Head on collision,0,141,Minor Road,"SNOW,ICE,FOG",N,8,Other,n/k,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1476,2007-12-11,TP,LD003,Head on collision,16,22,Main Road,N/K,n/k,0,Other,n/k,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,36411,36411
1477,2007-12-12,PH,LD003,Head on collision,0,112,Minor Road,NORMAL,Y,16,Other,n/k,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,25663,25663
1478,2007-12-14,Other,LD003,Head on collision,0,307,Minor Road,"SNOW,ICE,FOG",Y,11,Other,n/k,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1479,2007-12-14,PH,LD003,Head on collision,1,280,Minor Road,WET,Y,17,Other,n/k,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3638,3638
1480,2007-12-16,Other,LD003,Head on collision,1,349,Main Road,WET,N,20,Other,n/k,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,15723,15723
1481,2007-12-16,CNF,LD003,Head on collision,2,320,Main Road,WET,N,11,Other,n/k,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1482,2007-12-16,Other,LD003,Head on collision,2,179,Minor Road,NORMAL,Y,14,Other,n/k,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1483,2007-12-17,PH,LD003,Head on collision,0,259,Minor Road,WET,Y,14,Other,n/k,1,1,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,19785,19785
1484,2007-12-18,PH,LD003,Head on collision,1,317,Main Road,NORMAL,N,16,Other,n/k,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2649,2649
1485,2007-12-18,PH,LD003,Head on collision,1,215,Minor Road,NORMAL,Y,12,Other,n/k,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1545,1545
1486,2007-12-19,Other,LD003,Head on collision,1,195,Minor Road,"SNOW,ICE,FOG",Y,9,Other,n/k,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1109,1109
1487,2007-12-19,Other,LD003,Head on collision,0,117,Main Road,WET,N,17,Other,n/k,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2301,2301
1488,2007-12-20,TP,LD003,Head on collision,74,81,n/k,N/K,n/k,0,Other,N,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,1,0,0,1,150194,50000
1489,2007-12-21,Other,LD003,Head on collision,3,268,Minor Road,NORMAL,N,21,Other,n/k,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1490,2007-12-21,PH,LD003,Head on collision,0,153,Minor Road,"SNOW,ICE,FOG",N,9,Other,n/k,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15582,15582
1491,2007-12-22,CNF,LD003,Head on collision,5,159,Main Road,N/K,Y,15,Other,n/k,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,7475,7475
1492,2007-12-23,PH,LD003,Head on collision,1,186,Minor Road,NORMAL,N,13,Other,n/k,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,20895,20895
1493,2007-12-23,Other,LD003,Head on collision,1,216,Main Road,NORMAL,Y,13,Other,n/k,1,1,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,26540,26540
1494,2007-12-24,Other,LD003,Head on collision,3,136,Main Road,NORMAL,Y,13,Other,n/k,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,5582,5582
1495,2007-12-24,CNF,LD003,Head on collision,3,51,Minor Road,WET,N,19,Other,n/k,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,14466,14466
1496,2007-12-25,PH,LD003,Head on collision,2,99,Main Road,WET,N,19,Other,n/k,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,124,124
1497,2007-12-25,PH,LD003,Head on collision,2,99,Minor Road,WET,Y,16,Other,n/k,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2580,2580
1498,2007-12-27,PH,LD003,Head on collision,0,54,Main Road,WET,Y,11,Other,n/k,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,3303,3303
1499,2008-01-01,CNF,LD003,Head on collision,2,305,Minor Road,WET,N,17,Other,n/k,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,271,271
1500,2008-01-03,PH,LD003,Head on collision,0,289,Minor Road,NORMAL,Y,11,Other,n/k,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11670,11670
1501,2008-01-03,NamedDriver,LD003,Head on collision,1,244,Minor Road,"SNOW,ICE,FOG",Y,11,Other,n/k,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2606,2606
1502,2008-01-04,PH,LD003,Head on collision,3,284,Main Road,NORMAL,N,18,Other,n/k,1,0,1,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,33466,33466
1503,2008-01-04,PH,LD003,Head on collision,3,188,Main Road,NORMAL,N,21,Other,n/k,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1951894,50000
1504,2008-01-06,PH,LD003,Head on collision,3,280,Minor Road,NORMAL,Y,12,Other,n/k,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,18914,18914
1505,2008-01-07,PH,LD003,Head on collision,1,166,Minor Road,NORMAL,Y,9,Other,n/k,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2167,2167
1506,2008-01-08,Other,LD003,Head on collision,0,351,Minor Road,NORMAL,N,6,Other,n/k,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3415,3415
1507,2008-01-08,PH,LD003,Head on collision,0,281,Minor Road,WET,N,8,Other,n/k,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,4399,4399
1508,2008-01-08,PH,LD003,Head on collision,0,141,Minor Road,WET,Y,10,Other,n/k,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3225,3225
1509,2008-01-08,PH,LD003,Head on collision,0,6,Car Park,NORMAL,Y,7,Other,n/k,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4996,4996
1510,2008-01-09,PH,LD003,Head on collision,5,71,Minor Road,NORMAL,N,19,Other,n/k,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,10719,10719
1511,2008-01-12,TP,LD003,Head on collision,89,297,Main Road,N/K,n/k,0,Other,N,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,7554,7554
1512,2008-01-14,Other,LD003,Head on collision,0,336,Main Road,WET,N,8,Other,n/k,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,21132,21132
1513,2008-01-14,PH,LD003,Head on collision,0,186,Main Road,NORMAL,N,11,Other,n/k,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1514,2008-01-17,PH,LD003,Head on collision,1,230,Main Road,NORMAL,N,11,Other,n/k,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1515,2008-01-17,CNF,LD003,Head on collision,1,91,Main Road,NORMAL,Y,14,Other,n/k,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,667,667
1516,2008-01-17,Other,LD003,Head on collision,5,225,Car Park,WET,Y,15,Other,n/k,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3533,3533
1517,2008-01-18,PH,LD003,Head on collision,0,171,Minor Road,WET,N,16,Other,n/k,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1571,1571
1518,2008-01-19,PH,LD003,Head on collision,2,306,Minor Road,WET,N,22,Other,n/k,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,85,85
1519,2008-01-20,Other,LD003,Head on collision,2,181,Minor Road,NORMAL,Y,17,Other,n/k,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,97,97
1520,2008-01-21,Other,LD003,Head on collision,11,8,Minor Road,WET,N,13,Other,n/k,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1521,2008-01-22,CNF,LD003,Head on collision,1,359,n/k,NORMAL,Y,12,Other,n/k,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1405,1405
1522,2008-01-23,PH,LD003,Head on collision,0,111,Minor Road,NORMAL,Y,8,Other,n/k,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,907,907
1523,2008-01-23,CNF,LD003,Head on collision,1,81,Main Road,NORMAL,N,18,Other,n/k,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1524,2008-01-23,PH,LD003,Head on collision,0,362,Minor Road,WET,Y,16,Other,n/k,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2277,2277
1525,2008-01-24,PH,LD003,Head on collision,1,13,Minor Road,WET,Y,14,Other,n/k,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,568,568
1526,2008-01-25,PH,LD003,Head on collision,0,219,Minor Road,NORMAL,Y,16,Other,n/k,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,6493,6493
1527,2008-01-25,PH,LD003,Head on collision,0,262,Minor Road,NORMAL,Y,7,Other,n/k,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,12121,12121
1528,2008-01-25,PH,LD003,Head on collision,1,323,Minor Road,NORMAL,Y,9,Other,n/k,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1529,2008-01-26,PH,LD003,Head on collision,2,353,Minor Road,NORMAL,N,14,Other,n/k,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,13273,13273
1530,2008-01-28,Other,LD003,Head on collision,0,85,Minor Road,NORMAL,N,10,Other,n/k,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,7192,7192
1531,2008-01-29,CNF,LD003,Head on collision,1,211,Motorway,N/A,N,19,Other,n/k,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,16575,16575
1532,2008-01-30,PH,LD003,Head on collision,0,128,Minor Road,NORMAL,N,8,Other,n/k,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1537,1537
1533,2008-01-30,PH,LD003,Head on collision,0,318,Main Road,NORMAL,N,10,Other,n/k,1,1,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,35757,35757
1534,2008-01-31,TP,LD003,Head on collision,6,358,n/k,N/K,n/k,12,Other,n/k,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,100,100
1535,2008-02-01,PH,LD003,Head on collision,0,107,Minor Road,WET,Y,9,Other,n/k,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2105,2105
1536,2008-02-01,PH,LD003,Head on collision,0,42,Main Road,NORMAL,N,9,Other,n/k,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,10897,10897
1537,2008-02-02,PH,LD003,Head on collision,0,164,Main Road,N/K,N,14,Other,n/k,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,38253,38253
1538,2008-02-02,PH,LD003,Head on collision,2,289,Minor Road,NORMAL,Y,10,Other,n/k,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2258,2258
1539,2008-02-04,NamedDriver,LD003,Head on collision,1,248,Main Road,NORMAL,Y,17,Other,n/k,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1540,2008-02-04,PH,LD003,Head on collision,0,208,Minor Road,NORMAL,N,9,Other,n/k,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1541,2008-02-04,PH,LD003,Head on collision,0,309,Minor Road,"SNOW,ICE,FOG",N,8,Other,n/k,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,178,178
1542,2008-02-05,PH,LD003,Head on collision,3,356,Car Park,WET,Y,13,Other,n/k,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1543,2008-02-05,PH,LD003,Head on collision,1,196,Main Road,NORMAL,N,14,Other,n/k,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,638,638
1544,2008-02-07,PH,LD003,Head on collision,4,134,Minor Road,NORMAL,Y,10,Other,n/k,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4583,4583
1545,2008-02-08,PH,LD003,Head on collision,0,12,Main Road,WET,N,17,Other,n/k,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,13852,13852
1546,2008-02-08,PH,LD003,Head on collision,64,117,Minor Road,NORMAL,Y,8,Other,n/k,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,607,607
1547,2008-02-09,PH,LD003,Head on collision,4,124,Minor Road,NORMAL,N,13,Other,n/k,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2082,2082
1548,2008-02-10,PH,LD003,Head on collision,1,295,Minor Road,WET,N,9,Other,n/k,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,37918,37918
1549,2008-02-10,PH,LD003,Head on collision,1,347,Minor Road,NORMAL,N,16,Other,n/k,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1531,1531
1550,2008-02-11,PH,LD003,Head on collision,0,164,Minor Road,"SNOW,ICE,FOG",Y,9,Other,n/k,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1268,1268
1551,2008-02-11,PH,LD003,Head on collision,1,10,Minor Road,NORMAL,Y,19,Other,n/k,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1552,2008-02-11,PH,LD003,Head on collision,0,253,Main Road,NORMAL,N,13,Other,n/k,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,47462,47462
1553,2008-02-11,PH,LD003,Head on collision,4,59,Main Road,NORMAL,N,8,Other,n/k,1,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1554,2008-02-11,PH,LD003,Head on collision,2,313,Main Road,NORMAL,N,17,Other,n/k,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-86,-86
1555,2008-02-12,PH,LD003,Head on collision,1,174,Minor Road,NORMAL,Y,19,Other,n/k,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1556,2008-02-14,NamedDriver,LD003,Head on collision,4,11,Main Road,NORMAL,Y,16,Other,n/k,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,197,197
1557,2008-02-15,PH,LD003,Head on collision,0,339,Minor Road,WET,N,10,Other,n/k,1,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,73,73
1558,2008-02-15,TP,LD003,Head on collision,10,163,Main Road,N/K,n/k,0,Other,n/k,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,12330,12330
1559,2008-02-16,PH,LD003,Head on collision,2,12,Minor Road,N/A,Y,10,Other,n/k,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2149,2149
1560,2008-02-16,PH,LD003,Head on collision,2,127,Minor Road,N/A,Y,9,Other,n/k,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,912,912
1561,2008-02-16,Other,LD003,Head on collision,5,86,Not Applicable,N/K,N,20,Other,n/k,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5347,5347
1562,2008-02-16,TP,LD003,Head on collision,33,204,Main Road,N/K,n/k,0,Other,n/k,1,1,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,24242,24242
